1,1,20.5,113.1,70.15,100.36000000000001,1,-1,-1,-1
1,2,456.97,29.46,77.23000000000002,117.94,1,-1,-1,-1
1,3,207.15,75.77,72.97999999999999,103.13000000000001,1,-1,-1,-1
2,1,26.43,113.83,70.49000000000001,100.19000000000001,1,-1,-1,-1
2,2,458.17,29.6,76.24999999999994,117.31,1,-1,-1,-1
2,3,210.72,73.88,73.69000000000003,104.18,1,-1,-1,-1
3,1,32.36,114.57,70.82000000000001,100.0,1,-1,-1,-1
3,2,459.36,29.74,75.26999999999998,116.67,1,-1,-1,-1
3,3,214.3,71.98,74.38999999999999,105.24999999999999,1,-1,-1,-1
4,1,38.29,115.3,71.15,99.82000000000001,1,-1,-1,-1
4,2,460.55,29.88,74.30000000000001,116.03999999999999,1,-1,-1,-1
4,3,217.88,70.09,75.10000000000002,106.29999999999998,1,-1,-1,-1
5,1,44.22,116.03,71.49,99.63999999999999,1,-1,-1,-1
5,2,461.75,30.02,73.30999999999995,115.39999999999999,1,-1,-1,-1
5,3,221.46,68.19,75.79999999999998,107.36000000000001,1,-1,-1,-1
6,1,50.15,116.77,71.82,99.46,1,-1,-1,-1
6,2,462.94,30.16,72.33999999999997,114.77000000000001,1,-1,-1,-1
6,3,225.04,66.3,76.50000000000003,108.42,1,-1,-1,-1
7,1,59.17,118.76,70.74999999999999,98.71999999999998,1,-1,-1,-1
7,2,459.78,33.53,71.77999999999997,113.71000000000001,1,-1,-1,-1
7,3,232.08,64.08,77.19999999999996,109.75000000000001,1,-1,-1,-1
8,1,68.19,120.76,69.67000000000002,97.98,1,-1,-1,-1
8,2,456.62,36.9,71.22000000000003,112.66,1,-1,-1,-1
8,3,239.12,61.86,77.90999999999997,111.08,1,-1,-1,-1
9,1,77.21,122.75,68.60000000000001,97.24000000000001,1,-1,-1,-1
9,2,453.46,40.27,70.67000000000002,111.6,1,-1,-1,-1
9,3,246.16,59.63,78.60999999999999,112.42000000000002,1,-1,-1,-1
10,1,86.23,124.75,67.52999999999999,96.5,1,-1,-1,-1
10,2,450.31,43.64,70.09999999999997,110.54,1,-1,-1,-1
10,3,254.37,56.83,79.32,113.74,1,-1,-1,-1
11,1,95.26,126.74,66.45,95.76,1,-1,-1,-1
11,2,447.15,47.0,69.54000000000008,109.5,1,-1,-1,-1
11,3,262.59,54.02,80.01000000000005,115.07999999999998,1,-1,-1,-1
12,1,103.67,127.22,65.83999999999999,95.31,1,-1,-1,-1
12,2,442.51,50.51,69.36000000000001,108.71000000000001,1,-1,-1,-1
12,3,274.28,51.18,80.02000000000004,116.62,1,-1,-1,-1
13,1,112.09,127.69,65.22,94.86000000000001,1,-1,-1,-1
13,2,437.87,54.02,69.18,107.92999999999998,1,-1,-1,-1
13,3,285.98,48.35,80.00999999999999,118.15,1,-1,-1,-1
14,1,120.51,128.16,64.61,94.42000000000002,1,-1,-1,-1
14,2,433.23,57.53,68.99000000000001,107.13999999999999,1,-1,-1,-1
14,3,297.67,45.51,80.01999999999998,119.69,1,-1,-1,-1
15,1,128.93,128.63,63.98999999999998,93.97,1,-1,-1,-1
15,2,428.59,61.04,68.81,106.36000000000001,1,-1,-1,-1
15,3,310.31,47.35,80.00999999999999,117.55000000000001,1,-1,-1,-1
16,1,135.13,128.7,63.370000000000005,93.52000000000001,1,-1,-1,-1
16,2,426.56,62.62,66.37,104.85999999999999,1,-1,-1,-1
16,3,322.59,46.39,80.01000000000005,119.21,1,-1,-1,-1
17,1,141.32,128.76,62.76000000000002,93.08000000000001,1,-1,-1,-1
17,2,424.54,64.2,63.90999999999997,103.35000000000001,1,-1,-1,-1
17,3,334.87,45.42,80.00999999999999,120.88000000000001,1,-1,-1,-1
18,1,147.52,128.82,62.139999999999986,92.63,1,-1,-1,-1
18,2,422.51,65.78,61.47000000000003,101.85,1,-1,-1,-1
18,3,347.15,44.46,80.01000000000005,120.44,1,-1,-1,-1
19,1,153.71,128.89,61.53,92.18,1,-1,-1,-1
19,3,359.43,43.49,80.00999999999999,120.00999999999999,1,-1,-1,-1
20,1,159.91,128.95,60.91,91.73000000000002,1,-1,-1,-1
20,3,370.31,41.62,80.70999999999998,120.71000000000001,1,-1,-1,-1
21,1,166.1,129.01,60.30000000000001,91.29000000000002,1,-1,-1,-1
21,3,381.18,39.75,81.42000000000002,121.41,1,-1,-1,-1
22,1,169.28,129.46,59.81,90.20999999999998,1,-1,-1,-1
22,3,392.06,37.88,82.11000000000001,122.11000000000001,1,-1,-1,-1
23,1,172.45,129.91,59.33000000000001,89.12,1,-1,-1,-1
23,3,402.94,36.01,82.81,122.82000000000002,1,-1,-1,-1
24,1,175.62,130.36,58.849999999999994,88.03999999999999,1,-1,-1,-1
24,3,413.82,34.14,83.50999999999999,123.52,1,-1,-1,-1
25,1,178.8,130.81,58.359999999999985,87.63999999999999,1,-1,-1,-1
25,3,424.69,32.26,84.20999999999998,124.23000000000002,1,-1,-1,-1
26,1,181.97,131.26,57.870000000000005,87.24000000000001,1,-1,-1,-1
26,3,435.22,31.81,84.22000000000003,125.15,1,-1,-1,-1
27,1,185.14,131.71,57.390000000000015,86.84,1,-1,-1,-1
27,3,445.75,31.35,84.22000000000003,126.07,1,-1,-1,-1
28,1,188.31,132.16,56.91,86.44,1,-1,-1,-1
28,2,407.85,81.39,59.01999999999998,100.35000000000001,1,-1,-1,-1
28,3,456.27,30.9,84.23000000000002,126.98999999999998,1,-1,-1,-1
29,1,191.49,132.61,56.41999999999999,86.03999999999999,1,-1,-1,-1
29,2,409.49,83.03,58.89999999999998,98.82,1,-1,-1,-1
29,3,468.55,29.15,85.30000000000001,127.35,1,-1,-1,-1
30,1,194.66,133.06,55.94,85.63999999999999,1,-1,-1,-1
30,2,411.12,84.66,58.79000000000002,97.30000000000001,1,-1,-1,-1
30,3,480.84,27.39,86.36000000000007,127.71,1,-1,-1,-1
31,1,195.87,132.95,56.47,86.20000000000002,1,-1,-1,-1
31,2,412.76,86.3,58.670000000000016,95.77,1,-1,-1,-1
31,3,493.82,28.44,86.35999999999996,128.41,1,-1,-1,-1
32,1,197.08,132.84,57.0,86.75,1,-1,-1,-1
32,2,414.4,87.94,58.56,94.24000000000001,1,-1,-1,-1
32,3,506.8,29.5,86.34999999999997,129.1,1,-1,-1,-1
33,1,198.28,132.73,57.55000000000001,87.31,1,-1,-1,-1
33,2,416.04,89.58,58.44,92.71,1,-1,-1,-1
33,3,519.78,30.55,86.35000000000002,129.79999999999998,1,-1,-1,-1
34,1,199.49,132.61,58.079999999999984,87.86999999999998,1,-1,-1,-1
34,2,417.67,91.21,58.329999999999984,91.19000000000001,1,-1,-1,-1
34,3,532.77,31.6,86.33000000000004,130.5,1,-1,-1,-1
35,1,200.7,132.5,58.610000000000014,88.43,1,-1,-1,-1
35,2,416.53,92.0,58.33000000000004,91.19,1,-1,-1,-1
35,3,546.8,29.5,81.40000000000009,131.2,1,-1,-1,-1
36,1,203.97,132.98,57.03,84.02000000000001,1,-1,-1,-1
36,2,415.39,92.79,58.33000000000004,91.18999999999998,1,-1,-1,-1
36,3,561.54,31.6,81.40000000000009,131.21,1,-1,-1,-1
37,1,206.19,132.29,57.579999999999984,84.62,1,-1,-1,-1
37,2,414.25,93.58,58.329999999999984,91.19000000000001,1,-1,-1,-1
37,3,570.08,31.25,81.38999999999999,131.2,1,-1,-1,-1
38,1,208.4,131.59,58.140000000000015,85.24000000000001,1,-1,-1,-1
38,2,413.11,94.37,58.329999999999984,91.19,1,-1,-1,-1
38,3,578.61,30.9,81.39999999999998,131.2,1,-1,-1,-1
39,1,210.62,130.9,58.69,85.84,1,-1,-1,-1
39,2,411.97,95.16,58.329999999999984,91.19,1,-1,-1,-1
39,3,587.15,30.55,81.39999999999998,131.2,1,-1,-1,-1
40,1,212.84,130.21,59.23999999999998,86.44,1,-1,-1,-1
40,2,410.83,95.95,58.33000000000004,91.18999999999998,1,-1,-1,-1
40,3,595.69,30.2,81.39999999999998,131.20000000000002,1,-1,-1,-1
41,1,215.05,129.52,59.80000000000001,87.04999999999998,1,-1,-1,-1
